record_id,location_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id
13199,KiRu28631,KiRu28631224,"2021-07-20 14:36:00",5,147,26
13200,HaRu19927,HaRu19927224,"2021-07-20 14:37:00",7,150,8
13201,KiRu27757,KiRu27757224,"2021-07-20 14:39:00",1,0,18
13202,AkRu03389,AkRu03389224,"2021-07-20 14:48:00",1,0,28
13203,KiHa22926,KiHa22926224,"2021-07-20 14:50:00",1,0,10
13204,KiRu28474,KiRu28474224,"2021-07-20 14:53:00",1,0,46
13205,KiRu25444,KiRu25444224,"2021-07-20 14:55:00",1,0,14
13206,SoRu35477,SoRu35477224,"2021-07-20 14:59:00",1,0,30
13207,SoRu38310,SoRu38310224,"2021-07-20 15:07:00",5,142,30
13208,KiIs23761,KiIs23761224,"2021-07-20 15:18:00",1,0,10
13209,AmRu13746,AmRu13746224,"2021-07-20 15:22:00",1,0,24
13210,KiRu29561,KiRu29561224,"2021-07-20 15:23:00",6,102,36
13211,AkRu08210,AkRu08210224,"2021-07-20 15:24:00",6,44,5
13212,AmDa12185,AmDa12185224,"2021-07-20 15:33:00",1,0,42
13213,KiRu27167,KiRu27167224,"2021-07-20 15:35:00",7,100,1
13214,SoMa34389,SoMa34389224,"2021-07-20 15:45:00",1,11,12
13215,HaRu18252,HaRu18252224,"2021-07-20 15:58:00",1,0,30
13216,AmRu15233,AmRu15233224,"2021-07-20 16:02:00",1,0,30
13217,SoIl32918,SoIl32918224,"2021-07-20 16:06:00",1,0,40
13218,AmRu15245,AmRu15245224,"2021-07-20 16:14:00",1,0,5
13219,AkKi01388,AkKi01388224,"2021-07-20 16:16:00",1,0,8
13220,SoRu39246,SoRu39246224,"2021-07-20 16:24:00",1,0,34
13221,AkRu04353,AkRu04353224,"2021-07-20 16:29:00",1,0,8
13222,HaRu20383,HaRu20383224,"2021-07-20 16:45:00",1,0,36
13223,AkRu07176,AkRu07176224,"2021-07-20 16:48:00",1,0,1
13224,HaRu20038,HaRu20038224,"2021-07-20 17:16:00",5,111,36
13225,KiZu30777,KiZu30777224,"2021-07-20 17:36:00",7,101,5
13226,HaRu20491,HaRu20491224,"2021-07-20 17:36:00",5,117,14
13227,SoRu36787,SoRu36787224,"2021-07-20 18:40:00",8,183,8
13228,AmRu15379,AmRu15379224,"2021-07-21 06:10:00",8,111,3
13229,KiRu25276,KiRu25276224,"2021-07-21 06:15:00",7,175,40
13230,KiZu30777,KiZu30777224,"2021-07-21 06:58:00",8,80,5
13231,KiZu31257,KiZu31257224,"2021-07-21 07:12:00",7,218,48
13232,KiRu27253,KiRu27253224,"2021-07-21 08:25:00",7,70,48
13233,KiAm21995,KiAm21995224,"2021-07-21 09:06:00",1,0,48
13234,AkHa00612,AkHa00612224,"2021-07-21 09:08:00",1,0,1
13235,SoKo33088,SoKo33088224,"2021-07-21 09:21:00",1,12,3
13236,KiRu28521,KiRu28521224,"2021-07-21 09:22:00",1,0,36
13237,AmAs10160,AmAs10160224,"2021-07-21 09:41:00",1,0,10
13238,AkRu04744,AkRu04744224,"2021-07-21 09:59:00",1,91,28
13239,AkLu01691,AkLu01691224,"2021-07-21 10:10:00",1,0,30
13240,AkLu02523,AkLu02523224,"2021-07-21 10:14:00",2,243,0
13241,SoRu35166,SoRu35166224,"2021-07-21 10:19:00",7,175,16
13242,SoRu35022,SoRu35022224,"2021-07-21 10:48:00",7,124,8
13243,KiMr24977,KiMr24977224,"2021-07-21 10:49:00",1,0,32
13244,AmRu14474,AmRu14474224,"2021-07-21 11:04:00",6,126,38
13245,KiIs24180,KiIs24180224,"2021-07-21 11:04:00",1,0,10
13246,AkRu04628,AkRu04628224,"2021-07-21 11:17:00",1,0,8
13247,AmRu13930,AmRu13930224,"2021-07-21 11:23:00",1,0,1
13248,KiHa23302,KiHa23302224,"2021-07-21 11:26:00",1,0,24
13249,SoRu37906,SoRu37906224,"2021-07-21 11:34:00",1,0,36
13250,SoBa31508,SoBa31508224,"2021-07-21 11:39:00",1,29,6
13251,SoRu37534,SoRu37534224,"2021-07-21 11:49:00",1,0,26
13252,KiRu27167,KiRu27167224,"2021-07-21 12:07:00",8,84,1
13253,KiRu26928,KiRu26928224,"2021-07-21 12:18:00",1,0,24
13254,AkRu05077,AkRu05077224,"2021-07-21 12:22:00",1,0,34
13255,KiAm22298,KiAm22298224,"2021-07-21 12:41:00",1,0,46
13256,AmRu15750,AmRu15750224,"2021-07-21 12:43:00",1,0,26
13257,AmAb09214,AmAb09214224,"2021-07-21 12:45:00",1,0,30
13258,AmDa11557,AmDa11557224,"2021-07-21 12:49:00",1,0,12
13259,AkRu06783,AkRu06783224,"2021-07-21 12:52:00",1,0,34
13260,SoRu34927,SoRu34927224,"2021-07-21 13:22:00",1,0,44
13261,SoMa34549,SoMa34549224,"2021-07-21 13:27:00",1,0,8
13262,AkRu08343,AkRu08343224,"2021-07-21 13:28:00",1,0,34
13263,KiZu30736,KiZu30736224,"2021-07-21 13:30:00",1,0,38
13264,HaRu19370,HaRu19370224,"2021-07-21 13:31:00",1,0,38
13265,AkKi01002,AkKi01002224,"2021-07-21 13:46:00",1,0,5
13266,AmBe11108,AmBe11108224,"2021-07-21 13:53:00",1,0,8
13267,AkRu08441,AkRu08441224,"2021-07-21 14:00:00",1,47,24
13268,AmDa11779,AmDa11779224,"2021-07-21 14:04:00",1,0,10
13269,KiHa23445,KiHa23445224,"2021-07-21 14:04:00",1,0,1
13270,AmPw12582,AmPw12582224,"2021-07-21 14:14:00",1,0,1
13271,KiHa23156,KiHa23156224,"2021-07-21 14:16:00",1,0,34
13272,SoIl32375,SoIl32375224,"2021-07-21 14:17:00",1,0,30
13273,KiRu28813,KiRu28813224,"2021-07-21 14:18:00",1,30,12
13274,AkRu03019,AkRu03019224,"2021-07-21 14:23:00",1,25,46
13275,AmAb09211,AmAb09211224,"2021-07-21 14:24:00",1,17,34
13276,KiRu29561,KiRu29561224,"2021-07-21 14:25:00",7,68,36
13277,AmRu12901,AmRu12901224,"2021-07-21 14:27:00",1,0,12
13278,AkLu02001,AkLu02001224,"2021-07-21 14:32:00",1,0,1
13279,KiIs24031,KiIs24031224,"2021-07-21 14:39:00",1,0,3
13280,AmAb09235,AmAb09235224,"2021-07-21 14:42:00",1,0,28
13281,HaAm16058,HaAm16058224,"2021-07-21 14:54:00",1,0,30
13282,SoRu38331,SoRu38331224,"2021-07-21 15:01:00",2,90,5
13283,HaRu20038,HaRu20038224,"2021-07-21 15:12:00",6,131,36
13284,SoRu38977,SoRu38977224,"2021-07-21 15:13:00",1,10,16
13285,SoRu38323,SoRu38323224,"2021-07-21 15:13:00",8,49,1
13286,HaRu20491,HaRu20491224,"2021-07-21 15:34:00",6,146,14
13287,SoIl32369,SoIl32369224,"2021-07-21 15:50:00",1,0,6
13288,SoRu37575,SoRu37575224,"2021-07-21 15:52:00",1,15,24
13289,AmRu14945,AmRu14945224,"2021-07-21 15:56:00",1,0,46
13290,SoRu39137,SoRu39137224,"2021-07-21 16:01:00",1,20,48
13291,AkLu02262,AkLu02262224,"2021-07-21 16:01:00",1,0,7
13292,HaRu20057,HaRu20057224,"2021-07-21 16:16:00",6,165,48
13293,KiMr24382,KiMr24382224,"2021-07-21 16:21:00",1,0,28
13294,AmAs10043,AmAs10043224,"2021-07-21 16:30:00",3,157,4
13295,AmPw12712,AmPw12712224,"2021-07-21 16:30:00",1,240,42
13296,AkLu01893,AkLu01893224,"2021-07-21 16:31:00",1,0,14
13297,KiMr24626,KiMr24626224,"2021-07-21 16:49:00",1,0,2
13298,KiRu28631,KiRu28631224,"2021-07-21 16:50:00",6,155,26
13299,KiZu30988,KiZu30988224,"2021-07-21 16:58:00",1,0,2
13300,HaAm16087,HaAm16087224,"2021-07-21 17:14:00",3,150,30
13301,HaRu19927,HaRu19927224,"2021-07-21 17:23:00",8,112,8
13302,HaRu19815,HaRu19815224,"2021-07-21 17:30:00",3,114,5
13303,KiZu31193,KiZu31193224,"2021-07-21 17:52:00",8,98,3
13304,AkRu08210,AkRu08210224,"2021-07-21 18:16:00",7,31,5
13305,SoRu38310,SoRu38310224,"2021-07-21 18:19:00",6,107,30
13306,HaRu17110,HaRu17110224,"2021-07-21 18:50:00",3,70,10
13307,HaRu20057,HaRu20057224,"2021-07-22 06:36:00",7,105,48
13308,AmRu14474,AmRu14474224,"2021-07-22 06:45:00",7,174,38
13309,HaRu19815,HaRu19815224,"2021-07-22 07:21:00",4,147,5
13310,SoRu35166,SoRu35166224,"2021-07-22 08:28:00",8,112,16
13311,HaRu19172,HaRu19172224,"2021-07-22 09:02:00",1,0,5
13312,HaRu18864,HaRu18864224,"2021-07-22 09:10:00",1,139,48
13313,AkRu02938,AkRu02938224,"2021-07-22 09:24:00",1,0,28
13314,AmBe11232,AmBe11232224,"2021-07-22 09:27:00",1,0,3
13315,AkRu06063,AkRu06063224,"2021-07-22 09:48:00",1,21,1
13316,HaRu19504,HaRu19504224,"2021-07-22 10:03:00",1,0,6
13317,SoMa34131,SoMa34131224,"2021-07-22 10:04:00",1,0,30
13318,AkKi01480,AkKi01480224,"2021-07-22 10:19:00",1,0,7
13319,HaAm16012,HaAm16012224,"2021-07-22 10:34:00",1,0,28
13320,SoRu39182,SoRu39182224,"2021-07-22 10:50:00",1,0,26
13321,HaAm16113,HaAm16113224,"2021-07-22 11:12:00",1,0,24
13322,AmAs10112,AmAs10112224,"2021-07-22 11:13:00",1,0,32
13323,SoKo33323,SoKo33323224,"2021-07-22 11:14:00",1,0,5
13324,AkRu05322,AkRu05322224,"2021-07-22 11:29:00",1,0,8
13325,HaAm16087,HaAm16087224,"2021-07-22 11:35:00",4,230,30
13326,AkRu03460,AkRu03460224,"2021-07-22 11:39:00",1,132,1
13327,SoRu37571,SoRu37571224,"2021-07-22 11:43:00",1,0,4
13328,SoRu38072,SoRu38072224,"2021-07-22 11:47:00",1,13,14
13329,SoCh32145,SoCh32145224,"2021-07-22 12:02:00",1,0,8
13330,KiRu30354,KiRu30354224,"2021-07-22 12:12:00",1,0,10
13331,AmRu15355,AmRu15355224,"2021-07-22 12:19:00",1,0,48
13332,HaRu20396,HaRu20396224,"2021-07-22 12:26:00",1,0,12
13333,AkRu04166,AkRu04166224,"2021-07-22 12:37:00",1,0,24
13334,SoRu37200,SoRu37200224,"2021-07-22 12:49:00",1,0,42
13335,KiRu29561,KiRu29561224,"2021-07-22 12:50:00",8,106,36
13336,SoRu35022,SoRu35022224,"2021-07-22 12:54:00",8,185,8
13337,AmAs10870,AmAs10870224,"2021-07-22 13:03:00",1,24,5
13338,SoBa31727,SoBa31727224,"2021-07-22 13:10:00",1,0,8
13339,KiRu28739,KiRu28739224,"2021-07-22 13:17:00",1,0,3
13340,HaRu20491,HaRu20491224,"2021-07-22 13:20:00",7,268,14
13341,SoRu35691,SoRu35691224,"2021-07-22 13:27:00",1,69,1
13342,KiAm22005,KiAm22005224,"2021-07-22 13:35:00",1,0,8
13343,SoRu37481,SoRu37481224,"2021-07-22 13:37:00",1,131,36
13344,KiRu28722,KiRu28722224,"2021-07-22 13:37:00",1,0,3
13345,AkRu06486,AkRu06486224,"2021-07-22 13:38:00",1,0,36
13346,AmAs10488,AmAs10488224,"2021-07-22 13:45:00",1,0,3
13347,SoRu38556,SoRu38556224,"2021-07-22 13:46:00",1,43,38
13348,SoMa34524,SoMa34524224,"2021-07-22 14:02:00",1,0,32
13349,AmRu15351,AmRu15351224,"2021-07-22 14:09:00",1,0,5
13350,AkRu08441,AkRu08441224,"2021-07-22 14:10:00",2,28,24
13351,AmAs10043,AmAs10043224,"2021-07-22 14:13:00",4,87,4
13352,SoRu38058,SoRu38058224,"2021-07-22 14:18:00",1,16,40
13353,SoRu36383,SoRu36383224,"2021-07-22 14:18:00",1,0,5
13354,SoRu39433,SoRu39433224,"2021-07-22 14:21:00",1,0,5
13355,AkLu02523,AkLu02523224,"2021-07-22 14:26:00",3,97,0
13356,KiRu26153,KiRu26153224,"2021-07-22 14:29:00",1,0,38
13357,HaRu17110,HaRu17110224,"2021-07-22 14:31:00",4,33,10
13358,SoRu35638,SoRu35638224,"2021-07-22 14:44:00",1,11,46
13359,SoRu38310,SoRu38310224,"2021-07-22 14:49:00",7,86,30
13360,KiZu31236,KiZu31236224,"2021-07-22 14:51:00",1,8,28
13361,HaRu20038,HaRu20038224,"2021-07-22 14:55:00",7,115,36
13362,AkKi00814,AkKi00814224,"2021-07-22 15:02:00",1,0,3
13363,AmRu14548,AmRu14548224,"2021-07-22 15:03:00",1,0,14
13364,AkKi01352,AkKi01352224,"2021-07-22 15:04:00",1,0,34
13365,KiRu25276,KiRu25276224,"2021-07-22 15:07:00",8,117,40
13366,SoRu36352,SoRu36352224,"2021-07-22 15:11:00",1,0,34
13367,AkRu08000,AkRu08000224,"2021-07-22 15:34:00",1,0,36
13368,KiIs24082,KiIs24082224,"2021-07-22 15:40:00",1,13,12
13369,HaRu17322,HaRu17322224,"2021-07-22 15:41:00",1,0,36
13370,KiRu28583,KiRu28583224,"2021-07-22 15:44:00",1,13,24
13371,AmRu13320,AmRu13320224,"2021-07-22 16:01:00",1,0,0
13372,SoRu39453,SoRu39453224,"2021-07-22 16:04:00",1,0,10
13373,AkRu08210,AkRu08210224,"2021-07-22 16:24:00",8,26,5
13374,AkRu04765,AkRu04765224,"2021-07-22 16:25:00",1,0,34
13375,KiAm22297,KiAm22297224,"2021-07-22 16:29:00",1,0,10
13376,KiZu31257,KiZu31257224,"2021-07-22 16:47:00",8,286,48
13377,AkRu04744,AkRu04744224,"2021-07-22 17:23:00",2,72,28
13378,AmPw12712,AmPw12712224,"2021-07-22 17:31:00",2,277,42
13379,SoRu38331,SoRu38331224,"2021-07-22 18:06:00",3,249,5
13380,KiRu28631,KiRu28631224,"2021-07-22 18:18:00",7,171,26
13381,KiRu27253,KiRu27253224,"2021-07-22 18:35:00",8,58,48
13382,SoRu38331,SoRu38331224,"2021-07-23 06:29:00",4,194,5
13383,AkRu04744,AkRu04744224,"2021-07-23 06:33:00",3,115,28
13384,HaRu20491,HaRu20491224,"2021-07-23 06:50:00",8,176,14
13385,KiRu28631,KiRu28631224,"2021-07-23 07:19:00",8,258,26
13386,HaRu20057,HaRu20057224,"2021-07-23 07:58:00",8,119,48
13387,KiAm22328,KiAm22328224,"2021-07-23 09:10:00",1,0,8
13388,AkRu04158,AkRu04158224,"2021-07-23 09:10:00",1,21,28
13389,KiMr24332,KiMr24332224,"2021-07-23 09:14:00",1,0,30
13390,SoRu38350,SoRu38350224,"2021-07-23 09:14:00",1,27,38
13391,SoMa34086,SoMa34086224,"2021-07-23 09:18:00",1,0,8
13392,AmDa11878,AmDa11878224,"2021-07-23 09:29:00",1,79,28
13393,AmAb09315,AmAb09315224,"2021-07-23 09:31:00",1,0,48
13394,AkRu03707,AkRu03707224,"2021-07-23 09:36:00",1,0,2
13395,AmAm09829,AmAm09829224,"2021-07-23 09:38:00",1,0,18
13396,KiRu29549,KiRu29549224,"2021-07-23 09:46:00",1,0,8
13397,AmPw12720,AmPw12720224,"2021-07-23 09:59:00",1,0,36
13398,HaRu18136,HaRu18136224,"2021-07-23 10:17:00",1,0,14
13399,KiMr24676,KiMr24676224,"2021-07-23 10:21:00",1,0,3
13400,SoIl32340,SoIl32340224,"2021-07-23 10:27:00",1,0,3
13401,AkHa00767,AkHa00767224,"2021-07-23 10:38:00",1,0,28
13402,SoRu38601,SoRu38601224,"2021-07-23 10:57:00",1,0,4
13403,KiRu30263,KiRu30263224,"2021-07-23 10:58:00",1,0,30
13404,AkHa00021,AkHa00021224,"2021-07-23 11:02:00",1,0,3
13405,HaRu20038,HaRu20038224,"2021-07-23 11:09:00",8,101,36
13406,HaRu17186,HaRu17186224,"2021-07-23 11:11:00",1,0,40
13407,HaRu18864,HaRu18864224,"2021-07-23 11:18:00",2,138,48
13408,AmDa11390,AmDa11390224,"2021-07-23 11:25:00",1,0,30
13409,SoRu39288,SoRu39288224,"2021-07-23 11:26:00",1,18,1
13410,HaRu18495,HaRu18495224,"2021-07-23 11:37:00",1,0,42
13411,KiRu25632,KiRu25632224,"2021-07-23 11:39:00",1,0,42
13412,AkHa00217,AkHa00217224,"2021-07-23 11:48:00",1,0,30
13413,AkHa00106,AkHa00106224,"2021-07-23 11:49:00",1,0,30
13414,KiZu30987,KiZu30987224,"2021-07-23 11:54:00",1,0,10
13415,SoRu36198,SoRu36198224,"2021-07-23 11:58:00",1,0,1
13416,AkHa00721,AkHa00721224,"2021-07-23 12:00:00",1,20,1
13417,KiAm22568,KiAm22568224,"2021-07-23 12:02:00",1,0,30
13418,HaRu17944,HaRu17944224,"2021-07-23 12:10:00",1,121,5
13419,KiRu28528,KiRu28528224,"2021-07-23 12:13:00",1,0,28
13420,AkKi01193,AkKi01193224,"2021-07-23 12:31:00",1,0,24
13421,AkRu03328,AkRu03328224,"2021-07-23 13:15:00",1,0,10
13422,HaRu19001,HaRu19001224,"2021-07-23 13:17:00",1,5,1
13423,HaRu19815,HaRu19815224,"2021-07-23 13:18:00",5,115,5
13424,AkHa00751,AkHa00751224,"2021-07-23 13:19:00",1,0,16
13425,AmPw12366,AmPw12366224,"2021-07-23 13:31:00",1,0,36
13426,HaRu19572,HaRu19572224,"2021-07-23 13:44:00",1,240,12
13427,HaRu20716,HaRu20716224,"2021-07-23 13:51:00",1,23,1
13428,HaRu19145,HaRu19145224,"2021-07-23 13:56:00",1,0,8
13429,AmRu15296,AmRu15296224,"2021-07-23 13:59:00",1,0,12
13430,AkLu02523,AkLu02523224,"2021-07-23 14:07:00",4,221,0
13431,KiRu30670,KiRu30670224,"2021-07-23 14:10:00",1,0,8
13432,KiRu27424,KiRu27424224,"2021-07-23 14:12:00",1,25,1
13433,SoRu38668,SoRu38668224,"2021-07-23 14:14:00",1,72,42
13434,SoRu39013,SoRu39013224,"2021-07-23 14:25:00",1,0,22
13435,SoRu37041,SoRu37041224,"2021-07-23 14:26:00",1,5,34
13436,AmRu13197,AmRu13197224,"2021-07-23 14:49:00",1,0,28
13437,SoMa34391,SoMa34391224,"2021-07-23 15:00:00",1,0,44
13438,SoRu38389,SoRu38389224,"2021-07-23 15:05:00",1,19,5
13439,KiRu29474,KiRu29474224,"2021-07-23 15:14:00",1,0,36
13440,SoRu35691,SoRu35691224,"2021-07-23 15:26:00",2,66,1
13441,KiZu31426,KiZu31426224,"2021-07-23 15:29:00",1,220,12
13442,AmRu13708,AmRu13708224,"2021-07-23 15:33:00",1,0,8
13443,AkRu04704,AkRu04704224,"2021-07-23 15:37:00",1,0,36
13444,KiHa22856,KiHa22856224,"2021-07-23 15:37:00",1,0,10
13445,KiRu29988,KiRu29988224,"2021-07-23 15:46:00",1,0,10
13446,AmRu14309,AmRu14309224,"2021-07-23 15:48:00",1,0,40
13447,HaRu20454,HaRu20454224,"2021-07-23 15:50:00",1,0,34
13448,AkRu03976,AkRu03976224,"2021-07-23 15:51:00",1,0,42
13449,SoRu36813,SoRu36813224,"2021-07-23 15:56:00",1,0,38
13450,KiRu27399,KiRu27399224,"2021-07-23 15:58:00",1,0,30
13451,AkRu07935,AkRu07935224,"2021-07-23 15:59:00",1,72,1
13452,AkRu05811,AkRu05811224,"2021-07-23 16:09:00",1,0,6
13453,SoRu37980,SoRu37980224,"2021-07-23 16:09:00",1,0,5
13454,SoRu38556,SoRu38556224,"2021-07-23 16:10:00",2,39,38
13455,SoRu37722,SoRu37722224,"2021-07-23 16:12:00",1,5,10
13456,AmRu15097,AmRu15097224,"2021-07-23 16:18:00",1,0,18
13457,AkRu08627,AkRu08627224,"2021-07-23 16:20:00",1,0,32
13458,SoRu34750,SoRu34750224,"2021-07-23 16:24:00",1,28,14
13459,AkRu08441,AkRu08441224,"2021-07-23 16:31:00",3,54,24
13460,AmRu14474,AmRu14474224,"2021-07-23 16:31:00",8,327,38
13461,HaRu17110,HaRu17110224,"2021-07-23 16:50:00",5,68,10
13462,HaAm16087,HaAm16087224,"2021-07-23 16:55:00",5,288,30
13463,AkRu03460,AkRu03460224,"2021-07-23 17:15:00",2,103,1
13464,SoRu37481,SoRu37481224,"2021-07-23 17:41:00",2,87,36
13465,AmAs10043,AmAs10043224,"2021-07-23 18:36:00",5,190,4
13466,AmPw12712,AmPw12712224,"2021-07-23 18:37:00",3,255,42
13467,SoRu38310,SoRu38310224,"2021-07-23 18:48:00",8,74,30
13468,AkLu02523,AkLu02523224,"2021-07-24 06:15:00",5,534,0
13469,SoRu37481,SoRu37481224,"2021-07-24 06:47:00",3,196,36
13470,AmPw12712,AmPw12712224,"2021-07-24 09:02:00",4,244,42
13471,SoRu38556,SoRu38556224,"2021-07-24 09:34:00",3,57,38
13472,AkRu03460,AkRu03460224,"2021-07-24 09:44:00",3,217,1
13473,AmAs10043,AmAs10043224,"2021-07-24 09:52:00",6,293,4
13474,HaRu19572,HaRu19572224,"2021-07-24 10:06:00",2,359,12
13475,SoRu38331,SoRu38331224,"2021-07-24 12:27:00",5,483,5
13476,HaRu19815,HaRu19815224,"2021-07-24 13:26:00",6,155,5
13477,HaRu18864,HaRu18864224,"2021-07-24 13:36:00",3,148,48
13478,KiZu31426,KiZu31426224,"2021-07-24 13:56:00",2,366,12
13479,HaAm16087,HaAm16087224,"2021-07-24 13:59:00",6,410,30
13480,HaRu17944,HaRu17944224,"2021-07-24 14:42:00",2,137,5
13481,HaRu17110,HaRu17110224,"2021-07-24 15:36:00",6,72,10
13482,SoRu35691,SoRu35691224,"2021-07-24 16:22:00",3,129,1
13483,SoRu38668,SoRu38668224,"2021-07-24 16:49:00",2,152,42
13484,AmDa11878,AmDa11878224,"2021-07-24 17:05:00",2,150,28
13485,AkRu08441,AkRu08441224,"2021-07-24 17:45:00",4,58,24
13486,AkRu07935,AkRu07935224,"2021-07-24 18:18:00",2,94,1
13487,AkRu04744,AkRu04744224,"2021-07-24 18:29:00",4,96,28
13488,HaRu17110,HaRu17110224,"2021-07-25 06:08:00",7,58,10
13489,AkLu02523,AkLu02523224,"2021-07-25 06:25:00",6,160,0
13490,AmAs10043,AmAs10043224,"2021-07-25 06:45:00",7,39,4
13491,AkRu04744,AkRu04744224,"2021-07-25 06:55:00",5,43,28
13492,SoRu37481,SoRu37481224,"2021-07-25 07:30:00",4,95,36
13493,HaRu18864,HaRu18864224,"2021-07-25 08:56:00",4,52,48
13494,KiZu31426,KiZu31426224,"2021-07-25 09:40:00",3,144,12
13495,AmPw12712,AmPw12712224,"2021-07-25 10:47:00",5,167,42
13496,SoRu38331,SoRu38331224,"2021-07-25 11:00:00",6,89,5
13497,SoRu38668,SoRu38668224,"2021-07-25 12:18:00",3,46,42
13498,AkRu08441,AkRu08441224,"2021-07-25 12:46:00",5,30,24
13499,HaAm16087,HaAm16087224,"2021-07-25 12:59:00",7,77,30
13500,AkRu07935,AkRu07935224,"2021-07-25 14:06:00",3,49,1
13501,HaRu17944,HaRu17944224,"2021-07-25 14:11:00",3,57,5
13502,SoRu38556,SoRu38556224,"2021-07-25 14:37:00",4,31,38
13503,HaRu19572,HaRu19572224,"2021-07-25 15:17:00",3,176,12
13504,SoRu35691,SoRu35691224,"2021-07-25 17:02:00",4,44,1
13505,AmDa11878,AmDa11878224,"2021-07-25 18:03:00",3,34,28
13506,HaRu19815,HaRu19815224,"2021-07-25 18:19:00",7,71,5
13507,AkRu03460,AkRu03460224,"2021-07-25 18:50:00",4,41,1
13508,AkRu08441,AkRu08441224,"2021-07-26 06:52:00",6,47,24
13509,HaAm16087,HaAm16087224,"2021-07-26 07:29:00",8,217,30
13510,AkRu04744,AkRu04744224,"2021-07-26 08:33:00",6,74,28
13511,SoRu35427,SoRu35427224,"2021-07-26 09:02:00",1,0,36
13512,KiRu28930,KiRu28930224,"2021-07-26 09:05:00",1,0,40
13513,SoRu37481,SoRu37481224,"2021-07-26 09:06:00",5,163,36
13514,KiRu25732,KiRu25732224,"2021-07-26 09:10:00",1,0,18
13515,SoBa31495,SoBa31495224,"2021-07-26 09:15:00",1,0,32
13516,AkRu05108,AkRu05108224,"2021-07-26 09:26:00",1,0,1
13517,SoRu36639,SoRu36639224,"2021-07-26 09:27:00",1,0,3
13518,HaRu18554,HaRu18554224,"2021-07-26 09:29:00",1,0,46
13519,AkRu08558,AkRu08558224,"2021-07-26 09:43:00",1,0,36
13520,HaRu17542,HaRu17542224,"2021-07-26 09:44:00",1,0,30
13521,SoRu38331,SoRu38331224,"2021-07-26 09:44:00",7,198,5
13522,AmRu14411,AmRu14411224,"2021-07-26 09:49:00",1,0,8
13523,HaRu18904,HaRu18904224,"2021-07-26 09:54:00",1,17,10
13524,KiRu27607,KiRu27607224,"2021-07-26 10:22:00",1,24,48
13525,HaRu20601,HaRu20601224,"2021-07-26 10:42:00",1,0,8
13526,HaDj16853,HaDj16853224,"2021-07-26 10:46:00",1,0,3
13527,SoRu38556,SoRu38556224,"2021-07-26 11:05:00",5,44,38
13528,SoMa33595,SoMa33595224,"2021-07-26 11:08:00",1,18,34
13529,AkRu04671,AkRu04671224,"2021-07-26 11:09:00",1,0,12
13530,AkRu06932,AkRu06932224,"2021-07-26 11:11:00",1,0,28
13531,HaRu20128,HaRu20128224,"2021-07-26 11:35:00",1,0,30
13532,KiHa23243,KiHa23243224,"2021-07-26 11:38:00",1,0,24
13533,HaRu18864,HaRu18864224,"2021-07-26 11:42:00",5,94,48
13534,HaRu19815,HaRu19815224,"2021-07-26 11:44:00",8,184,5
13535,KiRu29655,KiRu29655224,"2021-07-26 11:45:00",1,29,36
13536,AmDa11878,AmDa11878224,"2021-07-26 11:46:00",4,44,28
13537,KiHa23148,KiHa23148224,"2021-07-26 11:47:00",1,0,34
13538,SoRu36419,SoRu36419224,"2021-07-26 11:50:00",1,0,28
13539,KiRu30527,KiRu30527224,"2021-07-26 11:55:00",1,11,40
13540,AkRu07353,AkRu07353224,"2021-07-26 12:00:00",1,0,4
13541,KiRu29445,KiRu29445224,"2021-07-26 12:00:00",1,240,8
13542,AmAm09532,AmAm09532224,"2021-07-26 12:02:00",1,0,32
13543,AmRu14464,AmRu14464224,"2021-07-26 12:27:00",1,0,48
13544,SoRu37320,SoRu37320224,"2021-07-26 12:27:00",1,9,46
13545,HaRu19572,HaRu19572224,"2021-07-26 12:30:00",4,165,12
13546,AkRu05250,AkRu05250224,"2021-07-26 12:42:00",1,0,34
13547,SoRu39068,SoRu39068224,"2021-07-26 12:48:00",1,25,34
13548,KiRu26935,KiRu26935224,"2021-07-26 12:52:00",1,0,32
13549,SoRu35691,SoRu35691224,"2021-07-26 12:55:00",5,39,1
13550,SoMa33943,SoMa33943224,"2021-07-26 12:57:00",1,15,1
13551,KiRu26813,KiRu26813224,"2021-07-26 13:01:00",1,0,16
13552,KiRu27572,KiRu27572224,"2021-07-26 13:06:00",1,0,16
13553,HaRu18562,HaRu18562224,"2021-07-26 13:07:00",1,0,8
13554,AkHa00073,AkHa00073224,"2021-07-26 13:12:00",1,0,38
13555,KiRu27938,KiRu27938224,"2021-07-26 13:19:00",1,30,32
13556,AkRu02712,AkRu02712224,"2021-07-26 13:20:00",1,0,42
13557,AkRu07861,AkRu07861224,"2021-07-26 13:45:00",1,0,12
13558,AkRu03460,AkRu03460224,"2021-07-26 14:07:00",5,109,1
13559,HaRu18592,HaRu18592224,"2021-07-26 14:13:00",1,0,30
13560,AkHa00576,AkHa00576224,"2021-07-26 14:21:00",1,0,24
13561,AmPw12712,AmPw12712224,"2021-07-26 14:22:00",6,221,42
13562,AkRu05558,AkRu05558224,"2021-07-26 14:23:00",1,0,22
13563,SoRu38668,SoRu38668224,"2021-07-26 14:24:00",4,73,42
13564,SoCh31919,SoCh31919224,"2021-07-26 14:33:00",1,0,4
13565,AkRu04842,AkRu04842224,"2021-07-26 14:52:00",1,0,14
