source_id,date,description,pollutant_ppm,biological,results
HaRu19912224,"2021-04-09 11:10:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkRu08020224,"2021-04-09 11:10:00","Inorganic contaminants: Arsenic, Mercury",7.74122,0,"Contaminated: Chemical"
HaSe21216224,"2021-04-09 11:18:00",Clean,0.0813016,0.0000532243,Clean
HaYa21577224,"2021-04-09 11:21:00","Inorganic contaminants: Zinc, Arsenic",6.64577,0,"Contaminated: Chemical"
AkRu03092224,"2021-04-09 12:03:00","Inorganic contaminants: Cadmium, Lead, Zinc, Mercury",2.45983,0,"Contaminated: Chemical"
HaRu17606224,"2021-04-09 12:21:00","Inorganic contaminants: Silver, Mercury",6.37381,0,"Contaminated: Chemical"
AkRu04442224,"2021-04-09 12:35:00",Clean,0.0822697,0.0000441192,Clean
KiRu25457224,"2021-04-09 12:37:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkHa00525224,"2021-04-09 12:41:00","Inorganic contaminants: Lead",6.85168,0,"Contaminated: Chemical"
HaYa21475224,"2021-04-09 12:55:00","Inorganic contaminants: Cadmium, Cadmium",2.74753,0,"Contaminated: Chemical"
HaRu20017224,"2021-04-09 13:38:00","Inorganic contaminants: Mercury, Arsenic",1.31034,0,"Contaminated: Chemical"
SoMa34240224,"2021-04-09 14:24:00","Inorganic contaminants: Copper",3.34421,0,"Contaminated: Chemical"
KiRu27505224,"2021-04-09 14:26:00",Clean,0.0314116,0.0000609234,Clean
KiHa23052224,"2021-04-09 14:28:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
KiAm21985224,"2021-04-09 15:02:00",Clean,0.095455,0.0000722591,Clean
SoMa34286224,"2021-04-09 15:12:00","Inorganic contaminants: Chromium, Silver",4.42724,0,"Contaminated: Chemical"
AkRu06513224,"2021-04-09 15:14:00","Inorganic contaminants: Lead, Cadmium",8.61318,0,"Contaminated: Chemical"
KiRu27412224,"2021-04-09 15:20:00",Clean,0.0878954,0.0000785255,Clean
HaRu19898224,"2021-04-09 15:24:00","Bacteria: E. coli",0,19.2586,"Contaminated: Biological"
HaRu17296224,"2021-04-09 15:34:00","Inorganic contaminants: Arsenic, Lead, Mercury",8.92215,0,"Contaminated: Chemical"
KiMr25102224,"2021-04-09 15:55:00","Inorganic contaminants: Copper",8.26637,0,"Contaminated: Chemical"
KiRu29330224,"2021-04-09 16:11:00",Clean,0.0658889,0.0000758503,Clean
AkHa00643224,"2021-04-09 16:37:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
KiRu29558224,"2021-04-09 16:57:00",Clean,0.0188897,0.0000436751,Clean
SoRu35734224,"2021-04-10 09:13:00","Inorganic contaminants: Chromium, Selenium, Barium, Chromium",1.50827,0,"Contaminated: Chemical"
AkRu06812224,"2021-04-10 09:20:00",Clean,0.0590045,0.0000908243,Clean
SoRu34860224,"2021-04-10 09:26:00","Inorganic contaminants: Silver, Mercury",9.65538,0,"Contaminated: Chemical"
AkRu07163224,"2021-04-10 09:28:00","Inorganic contaminants: Zinc",2.20895,0,"Contaminated: Chemical"
KiMr24311224,"2021-04-10 09:48:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
AkLu02018224,"2021-04-10 10:25:00","Inorganic contaminants: Copper, Barium",7.11861,0,"Contaminated: Chemical"
AkRu07160224,"2021-04-10 10:37:00",Clean,0.0649293,0.0000230963,Clean
KiRu26750224,"2021-04-10 10:39:00",Clean,0.0759875,0.0000430086,Clean
AkHa00728224,"2021-04-10 11:04:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkRu05753224,"2021-04-10 11:25:00",Clean,0.0387684,0.000045754,Clean
KiAm22464224,"2021-04-10 11:39:00",Clean,0.0143679,0.0000997441,Clean
AkRu03148224,"2021-04-10 12:23:00",Clean,0.0910013,0.0000614588,Clean
KiRu25767224,"2021-04-10 12:51:00","Inorganic contaminants: Copper, Silver, Arsenic, Arsenic",3.92854,0,"Contaminated: Chemical"
KiRu29030224,"2021-04-10 13:54:00","Inorganic contaminants: Barium",6.35249,0,"Contaminated: Chemical"
SoCh32252224,"2021-04-10 13:55:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
HaRu17029224,"2021-04-10 14:08:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkRu02826224,"2021-04-10 14:14:00","Inorganic contaminants: Mercury",5.91061,0,"Contaminated: Chemical"
AmAm09710224,"2021-04-10 14:23:00",Clean,0.0126685,0.00000806161,Clean
KiMr24555224,"2021-04-10 14:41:00","Inorganic contaminants: Silver, Mercury",5.86131,0,"Contaminated: Chemical"
AkRu08714224,"2021-04-10 14:46:00",Clean,0.0326593,0.0000559317,Clean
AmRu13266224,"2021-04-10 15:06:00",Clean,0.0436547,0.0000554734,Clean
SoRu35631224,"2021-04-10 15:15:00","Inorganic contaminants: Mercury",7.91758,0,"Contaminated: Chemical"
AkRu08327224,"2021-04-10 15:22:00",Clean,0.0902201,0.00000957224,Clean
KiRu28187224,"2021-04-10 16:23:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
AkRu04168224,"2021-04-10 16:39:00","Inorganic contaminants: Cadmium, Barium",4.22663,0,"Contaminated: Chemical"
HaRu17048224,"2021-04-10 16:45:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkRu05564224,"2021-04-11 09:02:00",Clean,0.0859894,0.0000814409,Clean
KiHa23368224,"2021-04-11 09:13:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
SoRu39400224,"2021-04-11 09:14:00","Inorganic contaminants: Lead",7.17897,0,"Contaminated: Chemical"
KiAm22627224,"2021-04-11 09:17:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AmPw12596224,"2021-04-11 09:18:00",Clean,0.097513,0.0000784877,Clean
KiRu27482224,"2021-04-11 09:27:00",Clean,0.0818537,0.000048116,Clean
AkRu02954224,"2021-04-11 09:47:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
AkRu05897224,"2021-04-11 09:57:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AmRu13741224,"2021-04-11 10:13:00",Clean,0.0894686,0.00000511675,Clean
SoCh32246224,"2021-04-11 10:20:00",Clean,0.0580885,0.0000812358,Clean
AkHa00514224,"2021-04-11 12:11:00","Clean Bacteria: Giardia Lamblia",0.0305404,22.0255,Clean
HaDj16719224,"2021-04-11 12:30:00","Inorganic contaminants: Silver",9.14833,0,"Contaminated: Chemical"
KiRu28855224,"2021-04-11 12:38:00",Clean,0.078255,0.000010436,Clean
KiAm22281224,"2021-04-11 13:19:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
KiAm21928224,"2021-04-11 13:19:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
SoRu37321224,"2021-04-11 13:55:00","Inorganic contaminants: Cadmium, Arsenic, Lead",3.38752,0,"Contaminated: Chemical"
AkRu07698224,"2021-04-11 13:55:00",Clean,0.0332104,0.0000796941,Clean
HaYa21450224,"2021-04-11 14:22:00","Inorganic contaminants: Arsenic, Selenium, Mercury",7.32325,0,"Contaminated: Chemical"
SoRu34864224,"2021-04-11 14:40:00","Inorganic contaminants: Barium, Lead",1.13482,0,"Contaminated: Chemical"
AkLu01928224,"2021-04-11 14:56:00",Clean,0.0934957,0.0000671624,Clean
AkRu08319224,"2021-04-11 15:05:00","Inorganic contaminants: Arsenic, Chromium, Lead, Mercury",4.22521,0,"Contaminated: Chemical"
KiIs23710224,"2021-04-11 15:18:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AmRu14844224,"2021-04-11 15:25:00",Clean,0.0602115,0.0000967299,Clean
AkLu02394224,"2021-04-11 15:33:00","Bacteria: E. coli",0,8.98742,"Contaminated: Biological"
SoRu36007224,"2021-04-11 16:19:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
AmDa11986224,"2021-04-11 16:22:00","Inorganic contaminants: Arsenic, Chromium",1.42735,0,"Contaminated: Chemical"
AkRu03189224,"2021-04-11 16:25:00",Clean,0.0882421,0.0000821621,Clean
KiAm22233224,"2021-04-11 16:59:00","Inorganic contaminants: Arsenic, Mercury",1.63535,0,"Contaminated: Chemical"
KiRu26439224,"2021-04-12 09:28:00","Inorganic contaminants: Chromium",9.6739,0,"Contaminated: Chemical"
SoKo33321224,"2021-04-12 09:30:00","Inorganic contaminants: Copper, Copper",5.0324,0,"Contaminated: Chemical"
AmRu13674224,"2021-04-12 09:38:00",Clean,0.0790283,0.000020621,Clean
HaRu17464224,"2021-04-12 09:49:00","Bacteria: E. coli",0,37.1611,"Contaminated: Biological"
SoRu37858224,"2021-04-12 10:19:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
AkRu06369224,"2021-04-12 10:20:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
HaDj16820224,"2021-04-12 10:21:00","Inorganic contaminants: Zinc, Copper, Cadmium, Cadmium",1.88148,0,"Contaminated: Chemical"
AmBe11234224,"2021-04-12 10:30:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
KiRu25798224,"2021-04-12 10:57:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaAm16156224,"2021-04-12 10:57:00","Inorganic contaminants: Selenium, Mercury",7.31773,0,"Contaminated: Chemical"
HaRu17642224,"2021-04-12 11:05:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
HaAm16080224,"2021-04-12 11:21:00","Bacteria: E. coli",0,8.84346,"Contaminated: Biological"
AkRu04196224,"2021-04-12 11:54:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
AmRu13539224,"2021-04-12 11:56:00","Inorganic contaminants: Chromium, Zinc, Zinc",9.40174,0,"Contaminated: Chemical"
KiRu28872224,"2021-04-12 12:03:00","Inorganic contaminants: Barium, Chromium, Lead",1.22348,0,"Contaminated: Chemical"
SoBa31449224,"2021-04-12 12:06:00",Clean,0.0987915,0.0000566184,Clean
KiRu30169224,"2021-04-12 12:09:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AmRu15648224,"2021-04-12 12:16:00","Inorganic contaminants: Cadmium, Arsenic",9.78233,0,"Contaminated: Chemical"
SoRu38590224,"2021-04-12 12:58:00","Bacteria: E. coli",0,32.7339,"Contaminated: Biological"
HaRu19544224,"2021-04-12 13:04:00",Clean,0.0583979,0.0000212292,Clean
AkRu03153224,"2021-04-12 13:11:00",Clean,0.0921544,0.0000362908,Clean
HaRu20196224,"2021-04-12 13:12:00","Inorganic contaminants: Lead",5.2124,0,"Contaminated: Chemical"
KiRu26460224,"2021-04-12 13:18:00","Bacteria: E. coli",0,37.139,"Contaminated: Biological"
AkRu05514224,"2021-04-12 13:25:00","Inorganic contaminants: Silver",2.33075,0,"Contaminated: Chemical"
SoRu36913224,"2021-04-12 13:34:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
HaRu17872224,"2021-04-12 13:36:00","Inorganic contaminants: Copper",3.47663,0,"Contaminated: Chemical"
KiAm22302224,"2021-04-12 13:53:00","Inorganic contaminants: Selenium, Selenium",6.22873,0,"Contaminated: Chemical"
KiHa22747224,"2021-04-12 14:45:00","Inorganic contaminants: Chromium",4.59932,0,"Contaminated: Chemical"
AkRu07403224,"2021-04-12 15:48:00","Inorganic contaminants: Lead, Zinc, Zinc, Mercury",9.14698,0,"Contaminated: Chemical"
AmAm09888224,"2021-04-12 15:53:00",Clean,0.0468214,0.0000177664,Clean
AkRu08784224,"2021-04-12 15:56:00",Clean,0.0792146,0.0000799597,Clean
KiRu28918224,"2021-04-15 09:31:00","Bacteria: E. coli",0,37.4933,"Contaminated: Biological"
KiRu30437224,"2021-04-15 09:40:00","Inorganic contaminants: Lead, Barium, Cadmium",1.10914,0,"Contaminated: Chemical"
SoIl32855224,"2021-04-15 11:25:00","Inorganic contaminants: Zinc",9.8558,0,"Contaminated: Chemical"
SoRu36398224,"2021-04-15 11:28:00","Inorganic contaminants: Lead",4.99851,0,"Contaminated: Chemical"
SoRu35969224,"2021-04-15 11:30:00","Inorganic contaminants: Lead, Copper, Zinc",7.19687,0,"Contaminated: Chemical"
HaRu17262224,"2021-04-15 11:47:00","Inorganic contaminants: Lead, Barium, Copper, Cadmium",9.32576,0,"Contaminated: Chemical"
KiRu28025224,"2021-04-15 12:36:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkRu02937224,"2021-04-15 12:41:00","Inorganic contaminants: Silver, Chromium, Selenium, Zinc",4.65143,0,"Contaminated: Chemical"
HaRu17463224,"2021-04-15 12:43:00","Bacteria: E. coli",0,26.0497,"Contaminated: Biological"
AkRu04576224,"2021-04-15 13:31:00","Inorganic contaminants: Selenium",2.08693,0,"Contaminated: Chemical"
HaRu18039224,"2021-04-15 14:04:00","Bacteria: E. coli",0,17.7685,"Contaminated: Biological"
SoRu37547224,"2021-04-15 14:05:00",Clean,0.090363,0.0000464992,Clean
HaDj16735224,"2021-04-15 14:19:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AmRu15353224,"2021-04-15 14:20:00",Clean,0.098901,0.0000926168,Clean
KiIs24221224,"2021-04-15 14:36:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
KiRu25386224,"2021-04-15 14:42:00","Inorganic contaminants: Arsenic, Chromium, Copper, Mercury",1.67624,0,"Contaminated: Chemical"
KiRu26359224,"2021-04-15 14:47:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaRu18053224,"2021-04-15 15:04:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkRu04821224,"2021-04-15 15:31:00",Clean,0.0244322,0.0000235866,Clean
AmRu15062224,"2021-04-15 15:33:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
KiRu28788224,"2021-04-15 15:38:00","Inorganic contaminants: Lead, Silver, Zinc",9.83318,0,"Contaminated: Chemical"
HaDe16605224,"2021-04-15 15:44:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaRu18419224,"2021-04-15 15:48:00","Inorganic contaminants: Chromium, Lead, Lead, Barium",7.15786,0,"Contaminated: Chemical"
AkRu03754224,"2021-04-15 16:44:00",Clean,0.0467763,0.0000400823,Clean
HaRu20350224,"2021-04-15 16:51:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
KiIs24146224,"2021-04-16 09:01:00",Clean,0.0880363,0.0000296521,Clean
SoCh32004224,"2021-04-16 09:26:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AkRu03390224,"2021-04-16 09:27:00","Inorganic contaminants: Barium, Selenium, Selenium, Zinc",3.4001,0,"Contaminated: Chemical"
KiMr24735224,"2021-04-16 10:02:00","Inorganic contaminants: Mercury, Mercury",8.78061,0,"Contaminated: Chemical"
SoRu34852224,"2021-04-16 10:24:00","Inorganic contaminants: Silver, Barium, Mercury, Barium",9.04489,0,"Contaminated: Chemical"
SoKo33383224,"2021-04-16 10:52:00",Clean,0.0905389,0.0000280133,Clean
SoRu38010224,"2021-04-16 10:54:00",Clean,0.0152751,0.0000511101,Clean
KiMr24724224,"2021-04-16 11:29:00",Clean,0.0829437,0.0000715109,Clean
SoIl32569224,"2021-04-16 12:06:00","Inorganic contaminants: Arsenic, Chromium, Barium",5.96472,0,"Contaminated: Chemical"
AkRu08518224,"2021-04-16 12:24:00","Inorganic contaminants: Barium",1.07751,0,"Contaminated: Chemical"
HaDj16702224,"2021-04-16 13:07:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
HaRu20400224,"2021-04-16 13:31:00","Inorganic contaminants: Zinc, Chromium",3.80289,0,"Contaminated: Chemical"
SoIl32907224,"2021-04-16 14:07:00",Clean,0.0321094,0.00000422415,Clean
AkHa00769224,"2021-04-16 14:12:00",Clean,0.059259,0.00000658803,Clean
AkRu04481224,"2021-04-16 14:29:00","Inorganic contaminants: Barium, Cadmium",4.30753,0,"Contaminated: Chemical"
AmDa11998224,"2021-04-16 15:00:00",Clean,0.0454942,0.0000202677,Clean
KiRu29245224,"2021-04-16 15:28:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkRu06505224,"2021-04-16 15:52:00","Inorganic contaminants: Silver",3.64057,0,"Contaminated: Chemical"
SoCh31955224,"2021-04-16 16:00:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
KiMr24664224,"2021-04-16 16:55:00",Clean,0.0416038,0.0000815744,Clean
HaRu19472224,"2021-04-17 09:33:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
HaRu18000224,"2021-04-17 09:33:00","Bacteria: E. coli",0,10.6933,"Contaminated: Biological"
SoMa34538224,"2021-04-17 10:07:00",Clean,0.0943711,0.0000470689,Clean
HaRu20030224,"2021-04-17 11:22:00","Inorganic contaminants: Mercury, Cadmium",8.37685,0,"Contaminated: Chemical"
AkRu03477224,"2021-04-17 11:25:00",Clean,0.0852263,0.0000906214,Clean
HaZa21822224,"2021-04-17 11:38:00","Inorganic contaminants: Mercury",6.24197,0,"Contaminated: Chemical"
AmDa11357224,"2021-04-17 11:49:00","Inorganic contaminants: Chromium, Selenium",5.5847,0,"Contaminated: Chemical"
AkLu02097224,"2021-04-17 12:40:00","Bacteria: E. coli",0,0.161098,"Contaminated: Biological"
AkKi01469224,"2021-04-17 13:26:00","Inorganic contaminants: Mercury, Cadmium, Lead, Silver",6.76066,0,"Contaminated: Chemical"
AmAm09626224,"2021-04-17 14:37:00","Inorganic contaminants: Cadmium, Chromium, Copper, Zinc",3.33079,0,"Contaminated: Chemical"
SoCh32222224,"2021-04-17 15:02:00",Clean,0.0807364,0.0000119001,Clean
HaRu17197224,"2021-04-17 15:07:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkRu05990224,"2021-04-17 15:28:00","Inorganic contaminants: Arsenic",8.09242,0,"Contaminated: Chemical"
HaRu17049224,"2021-04-17 15:40:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkHa00227224,"2021-04-17 15:45:00",Clean,0.0528663,0.0000876365,Clean
AkRu04581224,"2021-04-17 15:59:00","Inorganic contaminants: Selenium",6.59388,0,"Contaminated: Chemical"
HaDe16464224,"2021-04-17 16:38:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
KiRu30238224,"2021-04-17 16:52:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
KiAm22526224,"2021-04-18 09:08:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
KiRu26138224,"2021-04-18 09:32:00",Clean,0.0313829,0.00000248233,Clean
AmRu15485224,"2021-04-18 09:34:00",Clean,0.0537422,0.000049502,Clean
AkRu03472224,"2021-04-18 09:55:00",Clean,0.0162831,0.0000400631,Clean
SoCh32043224,"2021-04-18 09:56:00","Inorganic contaminants: Arsenic, Lead",6.00354,0,"Contaminated: Chemical"
SoIl32679224,"2021-04-18 10:23:00",Clean,0.0900623,0.0000518093,Clean
SoIl32289224,"2021-04-18 10:44:00",Clean,0.0792191,0.0000388574,Clean
KiHa22802224,"2021-04-18 11:05:00","Inorganic contaminants: Zinc",3.8662,0,"Contaminated: Chemical"
AkRu03987224,"2021-04-18 11:05:00",Clean,0.0659448,0.0000388591,Clean
AkRu03367224,"2021-04-18 11:06:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaZa21641224,"2021-04-18 11:07:00","Bacteria: E. coli",0,18.7256,"Contaminated: Biological"
HaRu19466224,"2021-04-18 11:45:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
KiRu29340224,"2021-04-18 12:08:00","Bacteria: E. coli",0,43.1446,"Contaminated: Biological"
HaRu18157224,"2021-04-18 12:32:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkRu07953224,"2021-04-18 12:55:00","Inorganic contaminants: Arsenic, Lead",6.34947,0,"Contaminated: Chemical"
HaZa21864224,"2021-04-18 13:07:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
KiRu27254224,"2021-04-18 13:11:00","Inorganic contaminants: Barium, Zinc",8.16899,0,"Contaminated: Chemical"
SoRu34884224,"2021-04-18 13:11:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
SoRu38619224,"2021-04-18 14:12:00","Inorganic contaminants: Silver, Barium, Chromium, Copper",2.24275,0,"Contaminated: Chemical"
HaRu19550224,"2021-04-18 14:43:00","Inorganic contaminants: Copper",8.00542,0,"Contaminated: Chemical"
SoRu35974224,"2021-04-18 14:53:00","Inorganic contaminants: Selenium, Cadmium, Mercury, Selenium",1.38772,0,"Contaminated: Chemical"
AmDa11945224,"2021-04-18 15:05:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
KiRu25330224,"2021-04-18 15:13:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
HaSe21116224,"2021-04-18 15:27:00",Clean,0.0618665,0.0000777231,Clean
KiIs23966224,"2021-04-18 16:08:00",Clean,0.0779213,0.0000720382,Clean
SoKo33380224,"2021-04-18 16:09:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
KiRu26094224,"2021-04-18 16:39:00","Inorganic contaminants: Barium",7.40133,0,"Contaminated: Chemical"
HaRu18721224,"2021-04-18 16:59:00","Inorganic contaminants: Arsenic",1.52355,0,"Contaminated: Chemical"
KiRu25962224,"2021-04-19 09:09:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
HaRu17846224,"2021-04-19 09:37:00","Inorganic contaminants: Mercury, Mercury, Mercury",2.66108,0,"Contaminated: Chemical"
SoRu37683224,"2021-04-19 09:37:00",Clean,0.0249146,0.0000270217,Clean
AkRu03482224,"2021-04-19 09:47:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AmRu13291224,"2021-04-19 10:02:00",Clean,0.0773468,0.000018994,Clean
SoRu37889224,"2021-04-19 10:24:00",Clean,0.0166191,0.0000139049,Clean
AkRu05280224,"2021-04-19 10:49:00",Clean,0.0621046,0.0000125425,Clean
KiRu27673224,"2021-04-19 10:59:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
AkRu07022224,"2021-04-19 11:23:00",Clean,0.0863219,0.0000209979,Clean
AmRu15173224,"2021-04-19 12:02:00","Inorganic contaminants: Barium, Barium, Copper",3.83801,0,"Contaminated: Chemical"
AkRu08015224,"2021-04-19 12:17:00","Inorganic contaminants: Silver, Lead",5.13428,0,"Contaminated: Chemical"
AkRu05135224,"2021-04-19 12:27:00",Clean,0.0963378,0.0000673617,Clean
KiAm22330224,"2021-04-19 12:30:00","Bacteria: E. coli",0,9.54618,"Contaminated: Biological"
SoRu35147224,"2021-04-19 12:57:00","Inorganic contaminants: Selenium, Copper",9.71428,0,"Contaminated: Chemical"
AkRu02959224,"2021-04-19 13:00:00",Clean,0.0365791,0.0000738151,Clean
AmRu15772224,"2021-04-19 13:29:00",Clean,0.0651528,0.0000669903,Clean
AkRu07931224,"2021-04-19 14:25:00","Inorganic contaminants: Arsenic, Mercury, Arsenic, Lead",7.12159,0,"Contaminated: Chemical"
AkRu03077224,"2021-04-19 14:29:00",Clean,0.0624359,0.0000135061,Clean
HaDe16496224,"2021-04-19 14:53:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkHa00063224,"2021-04-19 15:42:00","Inorganic contaminants: Zinc, Mercury, Arsenic, Lead",6.0253,0,"Contaminated: Chemical"
HaRu17266224,"2021-04-19 15:43:00","Inorganic contaminants: Silver, Barium",3.93634,0,"Contaminated: Chemical"
SoRu37442224,"2021-04-19 16:29:00","Inorganic contaminants: Cadmium, Silver, Lead, Cadmium",4.4907,0,"Contaminated: Chemical"
AkRu06185224,"2021-04-19 16:44:00",Clean,0.0237271,0.0000665599,Clean
KiAm22249224,"2021-04-19 16:50:00",Clean,0.0755669,0.000092281,Clean
SoRu37055224,"2021-04-19 16:53:00","Bacteria: E. coli",0,18.2972,"Contaminated: Biological"
KiRu30664224,"2021-04-22 09:03:00","Inorganic contaminants: Mercury",1.64181,0,"Contaminated: Chemical"
HaRu17129224,"2021-04-22 09:20:00","Inorganic contaminants: Mercury, Barium, Arsenic, Arsenic",1.65959,0,"Contaminated: Chemical"
KiRu25639224,"2021-04-22 09:38:00",Clean,0.0347389,0.0000617252,Clean
AkRu07669224,"2021-04-22 09:45:00","Inorganic contaminants: Copper",9.66291,0,"Contaminated: Chemical"
AmRu13164224,"2021-04-22 09:58:00","Inorganic contaminants: Barium, Silver",4.35892,0,"Contaminated: Chemical"
KiMr25207224,"2021-04-22 10:02:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
KiAm21987224,"2021-04-22 10:07:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkKi01403224,"2021-04-22 10:55:00",Clean,0.0113985,0.0000317832,Clean
SoRu35768224,"2021-04-22 11:16:00","Bacteria: E. coli",0,12.8473,"Contaminated: Biological"
HaYa21358224,"2021-04-22 11:33:00","Inorganic contaminants: Barium",1.79707,0,"Contaminated: Chemical"
KiRu29233224,"2021-04-22 11:34:00",Clean,0.0923642,0.0000737404,Clean
AmDa12125224,"2021-04-22 11:38:00",Clean,0.0237872,0.0000733523,Clean
AkRu03789224,"2021-04-22 11:47:00","Inorganic contaminants: Zinc, Mercury, Cadmium, Mercury",9.51629,0,"Contaminated: Chemical"
KiRu26071224,"2021-04-22 11:50:00","Inorganic contaminants: Cadmium",3.62953,0,"Contaminated: Chemical"
AkRu05668224,"2021-04-22 11:52:00",Clean,0.0126543,0.0000455402,Clean
SoMa33910224,"2021-04-22 11:52:00",Clean,0.0912393,0.00000764419,Clean
AmRu13398224,"2021-04-22 11:56:00","Inorganic contaminants: Barium, Barium, Silver",1.02463,0,"Contaminated: Chemical"
KiRu28254224,"2021-04-22 12:00:00",Clean,0.0847612,0.00000160037,Clean
HaRu19689224,"2021-04-22 12:12:00","Inorganic contaminants: Copper, Silver, Cadmium",3.35551,0,"Contaminated: Chemical"
AkRu02666224,"2021-04-22 12:18:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkRu08448224,"2021-04-22 12:22:00","Inorganic contaminants: Barium, Zinc, Selenium, Arsenic",7.35716,0,"Contaminated: Chemical"
SoRu35603224,"2021-04-22 12:35:00","Inorganic contaminants: Arsenic, Silver",5.65437,0,"Contaminated: Chemical"
HaRu18193224,"2021-04-22 12:47:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
KiRu30386224,"2021-04-22 13:04:00","Inorganic contaminants: Silver, Chromium, Selenium",3.91526,0,"Contaminated: Chemical"
AmRu12894224,"2021-04-22 13:24:00","Inorganic contaminants: Silver, Chromium, Cadmium, Arsenic",2.14346,0,"Contaminated: Chemical"
AkKi00863224,"2021-04-22 13:24:00","Inorganic contaminants: Zinc, Lead, Copper, Zinc",1.44433,0,"Contaminated: Chemical"
AkRu05319224,"2021-04-22 13:42:00","Inorganic contaminants: Lead",4.22743,0,"Contaminated: Chemical"
AmAs10735224,"2021-04-22 13:47:00",Clean,0.0824882,0.0000850693,Clean
KiHa22803224,"2021-04-22 13:53:00",Clean,0.0667775,0.0000205453,Clean
KiHa23431224,"2021-04-22 13:55:00","Inorganic contaminants: Selenium, Lead, Zinc, Copper",9.85401,0,"Contaminated: Chemical"
SoMa33830224,"2021-04-22 14:00:00",Clean,0.0498007,0.0000475187,Clean
SoIl32961224,"2021-04-22 14:21:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaRu20267224,"2021-04-22 14:50:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
