source_id,type_of_water_source,number_of_people_served
AkRu04111224,well,220
AkRu04112224,well,204
AkRu04113224,tap_in_home,310
AkRu04114224,well,398
AkRu04115224,well,362
AkRu04116224,well,222
AkRu04117224,river,430
AkRu04118224,tap_in_home_broken,916
AkRu04119224,shared_tap,854
AkRu04120224,well,318
AkRu04121224,shared_tap,388
AkRu04122224,well,198
AkRu04123224,well,196
AkRu04124224,well,284
AkRu04125224,shared_tap,876
AkRu04126224,tap_in_home,596
AkRu04127224,well,190
AkRu04128224,well,248
AkRu04129224,well,342
AkRu04130224,well,210
AkRu04131224,well,276
AkRu04132224,well,300
AkRu04133224,tap_in_home,528
AkRu04134224,tap_in_home,340
AkRu04135224,well,260
AkRu04136224,well,224
AkRu04137224,river,944
AkRu04138224,tap_in_home,998
AkRu04139224,well,250
AkRu04140224,well,208
AkRu04141224,shared_tap,860
AkRu04142224,river,992
AkRu04143224,well,190
AkRu04144224,well,272
AkRu04145224,tap_in_home,798
AkRu04146224,well,376
AkRu04147224,river,918
AkRu04148224,tap_in_home_broken,348
AkRu04149224,shared_tap,2688
AkRu04150224,well,234
AkRu04151224,well,382
AkRu04152224,shared_tap,3202
AkRu04153224,well,266
AkRu04154224,shared_tap,3086
AkRu04155224,well,326
AkRu04156224,tap_in_home,734
AkRu04157224,shared_tap,2276
AkRu04158224,shared_tap,1236
AkRu04159224,tap_in_home,554
AkRu04160224,well,190
AkRu04161224,well,226
AkRu04162224,river,622
AkRu04163224,shared_tap,3802
AkRu04164224,well,276
AkRu04165224,well,386
AkRu04166224,well,194
AkRu04167224,shared_tap,3462
AkRu04168224,well,358
AkRu04169224,well,316
AkRu04170224,tap_in_home,326
AkRu04171224,well,354
AkRu04172224,tap_in_home_broken,630
AkRu04173224,tap_in_home,542
AkRu04174224,well,374
AkRu04175224,tap_in_home,738
AkRu04176224,tap_in_home,404
AkRu04177224,well,282
AkRu04178224,tap_in_home,980
AkRu04179224,well,234
AkRu04180224,shared_tap,3752
AkRu04181224,river,712
AkRu04182224,shared_tap,1000
AkRu04183224,tap_in_home,452
AkRu04184224,well,300
AkRu04185224,well,314
AkRu04186224,well,358
AkRu04187224,shared_tap,1268
AkRu04188224,tap_in_home,444
AkRu04189224,tap_in_home,434
AkRu04190224,well,392
AkRu04191224,well,364
AkRu04192224,well,352
AkRu04193224,river,904
AkRu04194224,well,362
AkRu04195224,tap_in_home_broken,836
AkRu04196224,well,248
AkRu04197224,well,316
AkRu04198224,shared_tap,1874
AkRu04199224,well,322
AkRu04200224,well,232
AkRu04201224,shared_tap,1640
AkRu04202224,tap_in_home_broken,752
AkRu04203224,well,262
AkRu04204224,well,254
AkRu04205224,well,188
AkRu04206224,well,396
AkRu04207224,well,204
AkRu04208224,river,538
AkRu04209224,shared_tap,252
AkRu04210224,well,322
AkRu04211224,well,298
AkRu04212224,well,224
AkRu04213224,tap_in_home,304
AkRu04214224,tap_in_home,922
AkRu04215224,well,308
AkRu04216224,shared_tap,508
AkRu04217224,well,360
AkRu04218224,well,276
AkRu04219224,well,266
AkRu04220224,river,822
AkRu04221224,shared_tap,3462
AkRu04222224,shared_tap,420
AkRu04223224,tap_in_home_broken,546
AkRu04224224,well,232
AkRu04225224,shared_tap,2838
AkRu04226224,well,300
AkRu04227224,well,220
AkRu04228224,tap_in_home,748
AkRu04229224,well,220
AkRu04230224,well,166
AkRu04231224,well,190
AkRu04232224,well,392
AkRu04233224,river,914
AkRu04234224,tap_in_home,396
AkRu04235224,shared_tap,1446
AkRu04236224,river,828
AkRu04237224,well,396
AkRu04238224,tap_in_home,496
AkRu04239224,well,276
AkRu04240224,well,190
AkRu04241224,well,176
AkRu04242224,well,338
AkRu04243224,well,376
AkRu04244224,well,318
AkRu04245224,well,306
AkRu04246224,well,258
AkRu04247224,well,234
AkRu04248224,river,602
AkRu04249224,well,182
AkRu04250224,river,884
AkRu04251224,well,334
AkRu04252224,well,344
AkRu04253224,well,258
AkRu04254224,tap_in_home,486
AkRu04255224,well,180
AkRu04256224,well,174
AkRu04257224,well,236
AkRu04258224,shared_tap,2698
AkRu04259224,well,278
AkRu04260224,tap_in_home_broken,686
AkRu04261224,well,266
AkRu04262224,well,232
AkRu04263224,well,352
AkRu04264224,well,256
AkRu04265224,tap_in_home_broken,368
AkRu04266224,tap_in_home,916
AkRu04267224,well,166
AkRu04268224,well,360
AkRu04269224,well,250
AkRu04270224,tap_in_home,378
AkRu04271224,well,230
AkRu04272224,shared_tap,1180
AkRu04273224,well,324
AkRu04274224,well,392
AkRu04275224,shared_tap,1114
AkRu04276224,river,810
AkRu04277224,well,186
AkRu04278224,tap_in_home_broken,888
AkRu04279224,well,204
AkRu04280224,well,320
AkRu04281224,river,954
AkRu04282224,well,314
AkRu04283224,river,910
AkRu04284224,well,184
AkRu04285224,river,492
AkRu04286224,well,340
AkRu04287224,shared_tap,206
AkRu04288224,well,286
AkRu04289224,shared_tap,3040
AkRu04290224,well,262
AkRu04291224,well,196
AkRu04292224,shared_tap,1904
AkRu04293224,well,254
AkRu04294224,tap_in_home_broken,522
AkRu04295224,well,314
AkRu04296224,shared_tap,288
AkRu04297224,well,320
AkRu04298224,well,372
AkRu04299224,well,262
AkRu04300224,well,202
AkRu04301224,tap_in_home,628
AkRu04302224,well,324
AkRu04303224,well,274
AkRu04304224,well,192
AkRu04305224,river,794
AkRu04306224,well,298
AkRu04307224,well,308
AkRu04308224,well,370
AkRu04309224,shared_tap,420
AkRu04310224,tap_in_home,392
AkRu04311224,well,344
AkRu04312224,tap_in_home_broken,846
AkRu04313224,shared_tap,3604
AkRu04314224,river,532
AkRu04315224,shared_tap,238
AkRu04316224,well,360
AkRu04317224,well,384
AkRu04318224,shared_tap,3124
AkRu04319224,well,322
AkRu04320224,well,360
AkRu04321224,well,254
AkRu04322224,well,326
AkRu04323224,well,394
AkRu04324224,well,280
AkRu04325224,well,186
AkRu04326224,shared_tap,2872
AkRu04327224,shared_tap,2572
AkRu04328224,well,368
AkRu04329224,well,282
AkRu04330224,well,252
AkRu04331224,well,294
AkRu04332224,tap_in_home,744
AkRu04333224,shared_tap,880
AkRu04334224,well,292
AkRu04335224,well,398
AkRu04336224,well,354
AkRu04337224,shared_tap,3486
AkRu04338224,well,164
AkRu04339224,shared_tap,1362
AkRu04340224,well,326
AkRu04341224,tap_in_home,406
AkRu04342224,tap_in_home_broken,682
AkRu04343224,tap_in_home,782
AkRu04344224,well,176
AkRu04345224,well,318
AkRu04346224,well,376
AkRu04347224,shared_tap,2938
AkRu04348224,well,164
AkRu04349224,well,178
AkRu04350224,tap_in_home,538
AkRu04351224,shared_tap,458
AkRu04352224,well,232
AkRu04353224,well,342
AkRu04354224,well,356
AkRu04355224,shared_tap,1490
AkRu04356224,shared_tap,868
AkRu04357224,shared_tap,3970
AkRu04358224,well,332
AkRu04359224,well,258
AkRu04360224,river,726
AkRu04361224,well,330
AkRu04362224,well,302
AkRu04363224,well,232
AkRu04364224,shared_tap,2620
AkRu04365224,well,184
AkRu04366224,tap_in_home,638
AkRu04367224,well,228
AkRu04368224,shared_tap,2636
AkRu04369224,well,336
AkRu04370224,well,200
AkRu04371224,well,360
AkRu04372224,well,324
AkRu04373224,well,270
AkRu04374224,tap_in_home,962
AkRu04375224,well,282
AkRu04376224,shared_tap,958
AkRu04377224,river,534
AkRu04378224,well,320
AkRu04379224,well,266
AkRu04380224,well,224
AkRu04381224,shared_tap,1040
AkRu04382224,well,284
AkRu04383224,shared_tap,1894
AkRu04384224,well,160
AkRu04385224,well,268
AkRu04386224,well,272
AkRu04387224,well,314
AkRu04388224,well,254
AkRu04389224,well,262
AkRu04390224,well,160
AkRu04391224,shared_tap,400
AkRu04392224,well,378
AkRu04393224,tap_in_home,548
AkRu04394224,well,280
AkRu04395224,shared_tap,1362
AkRu04396224,well,238
AkRu04397224,shared_tap,2580
AkRu04398224,river,890
AkRu04399224,well,202
AkRu04400224,well,182
AkRu04401224,well,270
AkRu04402224,well,388
AkRu04403224,well,180
AkRu04404224,well,282
AkRu04405224,well,286
AkRu04406224,well,240
AkRu04407224,tap_in_home_broken,878
AkRu04408224,river,700
AkRu04409224,well,166
AkRu04410224,well,168
AkRu04411224,well,178
AkRu04412224,shared_tap,3892
AkRu04413224,shared_tap,3378
AkRu04414224,well,388
AkRu04415224,well,328
AkRu04416224,well,210
AkRu04417224,well,374
AkRu04418224,well,168
AkRu04419224,tap_in_home,976
AkRu04420224,well,174
AkRu04421224,well,356
AkRu04422224,tap_in_home_broken,362
AkRu04423224,tap_in_home,986
AkRu04424224,tap_in_home,610
AkRu04425224,well,308
AkRu04426224,well,368
AkRu04427224,river,900
AkRu04428224,well,174
AkRu04429224,well,338
AkRu04430224,well,378
AkRu04431224,shared_tap,1972
AkRu04432224,well,186
AkRu04433224,river,834
AkRu04434224,tap_in_home_broken,406
AkRu04435224,well,182
AkRu04436224,well,302
AkRu04437224,tap_in_home_broken,690
AkRu04438224,well,216
AkRu04439224,well,216
AkRu04440224,shared_tap,2284
AkRu04441224,tap_in_home,908
AkRu04442224,well,346
AkRu04443224,well,370
AkRu04444224,well,370
AkRu04445224,shared_tap,2952
AkRu04446224,well,310
AkRu04447224,well,196
AkRu04448224,well,210
AkRu04449224,well,198
AkRu04450224,well,334
AkRu04451224,well,228
AkRu04452224,well,236
AkRu04453224,well,240
AkRu04454224,well,236
AkRu04455224,tap_in_home,702
AkRu04456224,shared_tap,3146
AkRu04457224,shared_tap,1036
AkRu04458224,shared_tap,2290
AkRu04459224,well,336
AkRu04460224,tap_in_home,814
AkRu04461224,tap_in_home,836
AkRu04462224,shared_tap,3204
AkRu04463224,shared_tap,2988
AkRu04464224,tap_in_home,822
AkRu04465224,shared_tap,2290
AkRu04466224,well,384
AkRu04467224,well,316
AkRu04468224,well,236
AkRu04469224,well,380
AkRu04470224,well,184
AkRu04471224,well,356
AkRu04472224,river,828
AkRu04473224,well,232
AkRu04474224,tap_in_home,502
AkRu04475224,well,266
AkRu04476224,well,304
AkRu04477224,well,228
AkRu04478224,well,322
AkRu04479224,shared_tap,2804
AkRu04480224,shared_tap,2506
AkRu04481224,well,268
AkRu04482224,well,270
AkRu04483224,well,204
AkRu04484224,well,382
AkRu04485224,river,740
AkRu04486224,well,324
AkRu04487224,shared_tap,2652
AkRu04488224,well,318
AkRu04489224,well,306
AkRu04490224,well,200
AkRu04491224,well,298
AkRu04492224,well,304
AkRu04493224,well,222
AkRu04494224,shared_tap,3776
AkRu04495224,well,206
AkRu04496224,well,354
AkRu04497224,shared_tap,2954
AkRu04498224,river,504
AkRu04499224,river,968
AkRu04500224,well,284
AkRu04501224,tap_in_home,562
AkRu04502224,well,318
AkRu04503224,tap_in_home,746
AkRu04504224,shared_tap,902
AkRu04505224,shared_tap,1520
AkRu04506224,well,210
AkRu04507224,shared_tap,1916
AkRu04508224,well,224
AkRu04509224,shared_tap,1654
AkRu04510224,tap_in_home_broken,606
AkRu04511224,tap_in_home_broken,640
AkRu04512224,river,482
AkRu04513224,well,276
AkRu04514224,tap_in_home,822
AkRu04515224,well,356
AkRu04516224,shared_tap,996
AkRu04517224,shared_tap,2122
AkRu04518224,well,384
AkRu04519224,well,160
AkRu04520224,well,228
AkRu04521224,well,262
AkRu04522224,shared_tap,686
AkRu04523224,well,190
AkRu04524224,well,338
AkRu04525224,well,284
AkRu04526224,well,160
AkRu04527224,well,380
AkRu04528224,well,386
AkRu04529224,tap_in_home_broken,706
AkRu04530224,tap_in_home,534
AkRu04531224,tap_in_home,566
AkRu04532224,well,248
AkRu04533224,tap_in_home_broken,850
AkRu04534224,shared_tap,2166
AkRu04535224,tap_in_home_broken,658
AkRu04536224,tap_in_home,950
AkRu04537224,shared_tap,808
AkRu04538224,tap_in_home_broken,476
AkRu04539224,well,240
AkRu04540224,shared_tap,2864
AkRu04541224,tap_in_home,462
AkRu04542224,shared_tap,2266
AkRu04543224,well,332
AkRu04544224,tap_in_home,890
AkRu04545224,shared_tap,2742
AkRu04546224,well,262
AkRu04547224,shared_tap,2890
AkRu04548224,well,350
AkRu04549224,well,360
AkRu04550224,shared_tap,606
AkRu04551224,well,222
AkRu04552224,well,296
AkRu04553224,well,398
AkRu04554224,well,224
AkRu04555224,well,390
AkRu04556224,river,590
AkRu04557224,shared_tap,1244
AkRu04558224,tap_in_home,502
AkRu04559224,tap_in_home,386
AkRu04560224,well,394
AkRu04561224,well,184
AkRu04562224,well,218
AkRu04563224,tap_in_home_broken,466
AkRu04564224,well,218
AkRu04565224,well,364
AkRu04566224,river,538
AkRu04567224,well,396
AkRu04568224,well,238
AkRu04569224,well,214
AkRu04570224,well,318
AkRu04571224,well,290
AkRu04572224,river,884
AkRu04573224,river,422
AkRu04574224,shared_tap,2946
AkRu04575224,shared_tap,592
AkRu04576224,well,298
AkRu04577224,shared_tap,600
AkRu04578224,tap_in_home_broken,952
AkRu04579224,well,272
AkRu04580224,shared_tap,1892
AkRu04581224,well,246
AkRu04582224,well,162
AkRu04583224,well,350
AkRu04584224,well,164
AkRu04585224,well,344
AkRu04586224,well,324
AkRu04587224,well,182
AkRu04588224,shared_tap,1882
AkRu04589224,well,390
AkRu04590224,well,364
AkRu04591224,well,294
AkRu04592224,tap_in_home_broken,318
AkRu04593224,well,384
AkRu04594224,well,328
AkRu04595224,well,320
AkRu04596224,tap_in_home,900
AkRu04597224,shared_tap,3874
AkRu04598224,shared_tap,1582
AkRu04599224,tap_in_home_broken,634
AkRu04600224,well,386
AkRu04601224,well,364
AkRu04602224,tap_in_home_broken,664
AkRu04603224,shared_tap,3580
AkRu04604224,shared_tap,2876
AkRu04605224,shared_tap,3704
AkRu04606224,well,174
AkRu04607224,shared_tap,210
AkRu04608224,well,316
AkRu04609224,well,374
AkRu04610224,well,372
AkRu04611224,shared_tap,2160
AkRu04612224,well,174
AkRu04613224,well,164
AkRu04614224,well,200
AkRu04615224,well,272
AkRu04616224,well,366
AkRu04617224,shared_tap,980
AkRu04618224,well,374
AkRu04619224,well,356
AkRu04620224,well,380
AkRu04621224,well,320
AkRu04622224,shared_tap,1300
AkRu04623224,well,336
AkRu04624224,well,338
AkRu04625224,well,184
AkRu04626224,well,256
AkRu04627224,tap_in_home_broken,626
AkRu04628224,well,380
AkRu04629224,well,386
AkRu04630224,river,798
AkRu04631224,river,584
AkRu04632224,well,182
AkRu04633224,well,160
AkRu04634224,shared_tap,2488
AkRu04635224,well,310
AkRu04636224,tap_in_home,828
AkRu04637224,well,342
AkRu04638224,shared_tap,3780
AkRu04639224,tap_in_home,504
AkRu04640224,well,302
AkRu04641224,shared_tap,354
AkRu04642224,shared_tap,1578
AkRu04643224,shared_tap,1488
AkRu04644224,shared_tap,1052
AkRu04645224,tap_in_home,558
AkRu04646224,well,176
AkRu04647224,well,372
AkRu04648224,tap_in_home,472
AkRu04649224,river,542
AkRu04650224,well,354
AkRu04651224,well,262
AkRu04652224,well,164
AkRu04653224,shared_tap,2988
AkRu04654224,well,376
AkRu04655224,shared_tap,2946
AkRu04656224,tap_in_home,732
AkRu04657224,shared_tap,3972
AkRu04658224,river,628
AkRu04659224,well,270
AkRu04660224,shared_tap,2692
AkRu04661224,well,314
AkRu04662224,well,160
AkRu04663224,well,170
AkRu04664224,river,830
AkRu04665224,tap_in_home,734
AkRu04666224,tap_in_home,484
AkRu04667224,tap_in_home,506
AkRu04668224,shared_tap,1178
AkRu04669224,well,198
AkRu04670224,shared_tap,3286
AkRu04671224,well,308
AkRu04672224,shared_tap,1140
AkRu04673224,well,208
AkRu04674224,well,344
AkRu04675224,shared_tap,336
AkRu04676224,well,356
AkRu04677224,well,390
AkRu04678224,well,300
AkRu04679224,shared_tap,1150
AkRu04680224,shared_tap,1580
AkRu04681224,well,314
AkRu04682224,shared_tap,1332
AkRu04683224,well,224
AkRu04684224,tap_in_home,974
AkRu04685224,well,164
AkRu04686224,well,304
AkRu04687224,tap_in_home,580
AkRu04688224,well,184
AkRu04689224,tap_in_home_broken,516
AkRu04690224,tap_in_home,928
AkRu04691224,well,258
AkRu04692224,well,286
AkRu04693224,shared_tap,2394
AkRu04694224,tap_in_home,376
AkRu04695224,shared_tap,1838
AkRu04696224,well,348
AkRu04697224,well,222
AkRu04698224,shared_tap,3346
AkRu04699224,well,388
AkRu04700224,well,224
AkRu04701224,shared_tap,3488
AkRu04702224,tap_in_home,968
AkRu04703224,well,196
AkRu04704224,well,396
AkRu04705224,shared_tap,374
AkRu04706224,shared_tap,694
AkRu04707224,well,262
AkRu04708224,tap_in_home,932
AkRu04709224,tap_in_home,648
AkRu04710224,well,312
AkRu04711224,tap_in_home,420
AkRu04712224,well,194
AkRu04713224,well,274
AkRu04714224,well,234
AkRu04715224,tap_in_home,962
AkRu04716224,tap_in_home,622
AkRu04717224,tap_in_home,504
AkRu04718224,tap_in_home_broken,590
AkRu04719224,well,358
AkRu04720224,well,294
AkRu04721224,well,356
AkRu04722224,shared_tap,2318
AkRu04723224,tap_in_home_broken,936
AkRu04724224,shared_tap,1874
AkRu04725224,shared_tap,422
AkRu04726224,tap_in_home,556
AkRu04727224,shared_tap,3568
AkRu04728224,well,346
AkRu04729224,well,162
AkRu04730224,well,226
AkRu04731224,well,232
AkRu04732224,well,272
AkRu04733224,well,304
AkRu04734224,shared_tap,3936
AkRu04735224,shared_tap,420
AkRu04736224,well,208
AkRu04737224,river,966
AkRu04738224,shared_tap,1932
AkRu04739224,tap_in_home_broken,730
AkRu04740224,well,334
AkRu04741224,shared_tap,2590
AkRu04742224,well,372
AkRu04743224,tap_in_home_broken,704
AkRu04744224,shared_tap,942
AkRu04745224,well,210
AkRu04746224,well,312
AkRu04747224,tap_in_home,316
AkRu04748224,tap_in_home,758
AkRu04749224,well,254
AkRu04750224,well,162
AkRu04751224,shared_tap,3128
AkRu04752224,tap_in_home_broken,962
AkRu04753224,tap_in_home_broken,340
AkRu04754224,tap_in_home_broken,944
AkRu04755224,well,218
AkRu04756224,well,256
AkRu04757224,well,244
AkRu04758224,tap_in_home,406
AkRu04759224,shared_tap,2550
AkRu04760224,river,684
AkRu04761224,well,270
AkRu04762224,well,390
AkRu04763224,tap_in_home_broken,810
AkRu04764224,well,310
AkRu04765224,tap_in_home,870
AkRu04766224,well,188
AkRu04767224,shared_tap,1654
AkRu04768224,tap_in_home,608
AkRu04769224,well,328
AkRu04770224,river,858
AkRu04771224,shared_tap,2028
AkRu04772224,shared_tap,2420
AkRu04773224,well,374
AkRu04774224,well,292
AkRu04775224,shared_tap,292
AkRu04776224,shared_tap,3318
AkRu04777224,well,356
AkRu04778224,well,388
AkRu04779224,river,636
AkRu04780224,well,292
AkRu04781224,well,244
AkRu04782224,well,210
AkRu04783224,well,286
AkRu04784224,well,326
AkRu04785224,shared_tap,1840
AkRu04786224,well,276
AkRu04787224,tap_in_home_broken,850
AkRu04788224,well,302
AkRu04789224,well,302
AkRu04790224,tap_in_home_broken,406
AkRu04791224,shared_tap,1814
AkRu04792224,well,300
AkRu04793224,tap_in_home,496
AkRu04794224,shared_tap,3772
AkRu04795224,well,322
AkRu04796224,river,678
AkRu04797224,well,282
AkRu04798224,shared_tap,1618
AkRu04799224,well,378
AkRu04800224,river,852
AkRu04801224,well,280
AkRu04802224,well,190
AkRu04803224,well,298
AkRu04804224,well,296
AkRu04805224,well,212
AkRu04806224,shared_tap,3374
AkRu04807224,shared_tap,3122
AkRu04808224,tap_in_home,952
AkRu04809224,shared_tap,430
AkRu04810224,well,342
AkRu04811224,well,222
AkRu04812224,well,380
AkRu04813224,tap_in_home,874
AkRu04814224,tap_in_home,394
AkRu04815224,well,210
AkRu04816224,well,312
AkRu04817224,well,254
AkRu04818224,river,722
AkRu04819224,shared_tap,1972
AkRu04820224,well,372
AkRu04821224,well,254
AkRu04822224,tap_in_home,998
AkRu04823224,shared_tap,2196
AkRu04824224,well,190
AkRu04825224,well,250
AkRu04826224,tap_in_home_broken,570
AkRu04827224,well,364
AkRu04828224,well,326
AkRu04829224,well,246
AkRu04830224,well,284
AkRu04831224,well,334
AkRu04832224,well,200
AkRu04833224,well,248
AkRu04834224,tap_in_home,968
AkRu04835224,well,340
AkRu04836224,well,230
AkRu04837224,well,318
AkRu04838224,shared_tap,1702
AkRu04839224,shared_tap,2858
AkRu04840224,shared_tap,3726
AkRu04841224,shared_tap,3922
AkRu04842224,well,316
AkRu04843224,tap_in_home,534
AkRu04844224,tap_in_home_broken,652
AkRu04845224,well,320
AkRu04846224,tap_in_home,346
AkRu04847224,well,388
AkRu04848224,well,264
AkRu04849224,well,308
AkRu04850224,shared_tap,2148
AkRu04851224,well,214
AkRu04852224,well,192
AkRu04853224,shared_tap,1918
AkRu04854224,well,212
AkRu04855224,well,290
AkRu04856224,well,266
AkRu04857224,well,224
AkRu04858224,well,326
AkRu04859224,shared_tap,2462
AkRu04860224,shared_tap,2002
AkRu04861224,tap_in_home_broken,620
AkRu04862224,shared_tap,3996
AkRu04863224,well,228
AkRu04864224,well,242
AkRu04865224,river,638
AkRu04866224,tap_in_home,416
AkRu04867224,well,342
AkRu04868224,well,218
AkRu04869224,shared_tap,310
AkRu04870224,well,372
AkRu04871224,tap_in_home_broken,428
AkRu04872224,shared_tap,1868
AkRu04873224,river,590
AkRu04874224,well,318
AkRu04875224,tap_in_home_broken,870
AkRu04876224,shared_tap,1178
AkRu04877224,tap_in_home,614
AkRu04878224,well,372
AkRu04879224,river,900
AkRu04880224,well,294
AkRu04881224,tap_in_home_broken,784
AkRu04882224,well,170
AkRu04883224,well,388
AkRu04884224,shared_tap,1762
AkRu04885224,well,198
AkRu04886224,shared_tap,2286
AkRu04887224,well,224
AkRu04888224,shared_tap,900
AkRu04889224,shared_tap,890
AkRu04890224,well,368
AkRu04891224,well,256
AkRu04892224,well,316
AkRu04893224,well,396
AkRu04894224,well,300
AkRu04895224,tap_in_home,584
AkRu04896224,river,534
AkRu04897224,shared_tap,2590
AkRu04898224,shared_tap,1624
AkRu04899224,shared_tap,2666
AkRu04900224,well,242
AkRu04901224,well,168
AkRu04902224,tap_in_home,576
AkRu04903224,river,772
AkRu04904224,tap_in_home_broken,826
AkRu04905224,well,264
AkRu04906224,shared_tap,774
AkRu04907224,well,264
AkRu04908224,tap_in_home,512
AkRu04909224,well,190
AkRu04910224,well,258
AkRu04911224,shared_tap,2810
AkRu04912224,well,336
AkRu04913224,shared_tap,2936
AkRu04914224,well,202
AkRu04915224,shared_tap,2784
AkRu04916224,well,160
AkRu04917224,tap_in_home_broken,490
AkRu04918224,well,308
AkRu04919224,well,250
AkRu04920224,well,386
AkRu04921224,tap_in_home,398
AkRu04922224,well,386
AkRu04923224,well,288
AkRu04924224,well,190
AkRu04925224,tap_in_home,812
AkRu04926224,well,190
AkRu04927224,shared_tap,498
AkRu04928224,well,256
AkRu04929224,river,958
AkRu04930224,shared_tap,1510
AkRu04931224,well,230
AkRu04932224,tap_in_home,720
AkRu04933224,well,394
AkRu04934224,well,342
AkRu04935224,shared_tap,3744
AkRu04936224,tap_in_home_broken,610
AkRu04937224,well,354
AkRu04938224,well,228
AkRu04939224,well,166
AkRu04940224,well,200
AkRu04941224,shared_tap,3698
AkRu04942224,tap_in_home,394
AkRu04943224,well,206
AkRu04944224,tap_in_home,784
AkRu04945224,well,236
AkRu04946224,river,806
AkRu04947224,well,326
AkRu04948224,well,378
AkRu04949224,well,212
AkRu04950224,tap_in_home,536
AkRu04951224,well,220
AkRu04952224,well,218
AkRu04953224,well,228
AkRu04954224,well,306
AkRu04955224,shared_tap,556
AkRu04956224,well,226
AkRu04957224,well,234
AkRu04958224,well,190
AkRu04959224,well,262
AkRu04960224,well,304
AkRu04961224,well,264
AkRu04962224,shared_tap,1428
AkRu04963224,shared_tap,808
AkRu04964224,well,288
AkRu04965224,shared_tap,3348
AkRu04966224,shared_tap,3030
AkRu04967224,well,248
AkRu04968224,tap_in_home,300
AkRu04969224,well,312
AkRu04970224,well,314
AkRu04971224,tap_in_home_broken,840
AkRu04972224,shared_tap,1420
AkRu04973224,river,740
AkRu04974224,shared_tap,3590
AkRu04975224,well,314
AkRu04976224,well,176
AkRu04977224,well,354
AkRu04978224,well,270
AkRu04979224,well,160
AkRu04980224,shared_tap,3944
AkRu04981224,well,258
AkRu04982224,well,370
AkRu04983224,well,282
AkRu04984224,well,274
AkRu04985224,river,950
AkRu04986224,well,182
AkRu04987224,well,236
AkRu04988224,shared_tap,1460
AkRu04989224,well,208
AkRu04990224,well,214
AkRu04991224,well,336
AkRu04992224,well,374
AkRu04993224,well,358
AkRu04994224,shared_tap,402
AkRu04995224,well,168
AkRu04996224,river,716
AkRu04997224,well,312
AkRu04998224,tap_in_home,316
AkRu04999224,tap_in_home,996
AkRu05000224,tap_in_home,706
AkRu05001224,river,440
AkRu05002224,well,356
AkRu05003224,well,394
AkRu05004224,river,954
AkRu05005224,well,160
AkRu05006224,tap_in_home,812
AkRu05007224,well,274
AkRu05008224,well,170
AkRu05009224,shared_tap,1290
AkRu05010224,river,966
AkRu05011224,well,234
AkRu05012224,well,176
AkRu05013224,well,202
AkRu05014224,tap_in_home_broken,814
AkRu05015224,well,210
AkRu05016224,well,184
AkRu05017224,well,234
AkRu05018224,tap_in_home,486
AkRu05019224,shared_tap,3370
AkRu05020224,well,244
AkRu05021224,shared_tap,2142
AkRu05022224,well,182
AkRu05023224,well,300
AkRu05024224,well,324
AkRu05025224,tap_in_home,798
AkRu05026224,river,712
AkRu05027224,well,386
AkRu05028224,tap_in_home,724
AkRu05029224,well,174
AkRu05030224,well,272
AkRu05031224,well,212
AkRu05032224,well,384
AkRu05033224,well,200
AkRu05034224,shared_tap,3092
AkRu05035224,well,228
AkRu05036224,well,382
AkRu05037224,well,336
AkRu05038224,well,264
AkRu05039224,shared_tap,2592
AkRu05040224,shared_tap,1996
AkRu05041224,well,192
AkRu05042224,tap_in_home,572
AkRu05043224,well,320
AkRu05044224,shared_tap,3924
AkRu05045224,well,178
AkRu05046224,well,266
AkRu05047224,tap_in_home,548
AkRu05048224,shared_tap,3388
AkRu05049224,shared_tap,3090
AkRu05050224,well,396
AkRu05051224,well,278
AkRu05052224,well,390
AkRu05053224,well,310
AkRu05054224,well,268
AkRu05055224,well,304
AkRu05056224,shared_tap,416
AkRu05057224,shared_tap,328
AkRu05058224,well,172
AkRu05059224,shared_tap,2606
AkRu05060224,well,394
AkRu05061224,shared_tap,978
AkRu05062224,well,356
AkRu05063224,shared_tap,2258
AkRu05064224,river,716
AkRu05065224,well,254
AkRu05066224,well,288
AkRu05067224,tap_in_home_broken,372
AkRu05068224,shared_tap,2522
AkRu05069224,shared_tap,3050
AkRu05070224,well,330
AkRu05071224,tap_in_home,354
AkRu05072224,well,396
AkRu05073224,well,176
AkRu05074224,tap_in_home,734
AkRu05075224,well,236
AkRu05076224,well,330
AkRu05077224,well,252
AkRu05078224,well,188
AkRu05079224,well,336
AkRu05080224,well,324
AkRu05081224,well,392
AkRu05082224,well,170
AkRu05083224,well,390
AkRu05084224,well,274
AkRu05085224,shared_tap,2900
AkRu05086224,well,194
AkRu05087224,well,298
AkRu05088224,shared_tap,3774
AkRu05089224,shared_tap,2112
AkRu05090224,well,340
AkRu05091224,tap_in_home,318
AkRu05092224,well,222
AkRu05093224,well,238
AkRu05094224,well,174
AkRu05095224,well,340
AkRu05096224,well,206
AkRu05097224,well,176
AkRu05098224,shared_tap,708
AkRu05099224,well,372
AkRu05100224,well,322
AkRu05101224,shared_tap,3136
AkRu05102224,well,394
AkRu05103224,shared_tap,2006
AkRu05104224,shared_tap,1320
AkRu05105224,tap_in_home,782
AkRu05106224,shared_tap,1626
AkRu05107224,well,314
AkRu05108224,well,172
AkRu05109224,well,332
AkRu05110224,well,228
AkRu05111224,shared_tap,2484
AkRu05112224,well,322
